VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,pickup_X,pickup_Y,pickup_borough,location_i_pickup,objectid_pickup,pickup_shape_area,shape_leng_pickup,pickup_zone,X,Y,borough,location_i_dropoff,objectid_dropoff,shape_area,shape_leng_dropoff,zone
2,11/1/2022 0:38,11/1/2022 1:13,1,7.22,1,N,249,37,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.92594082,40.69626287,Brooklyn,37,37,0.000452063,0.14281004,Bushwick South
2,11/1/2022 0:09,11/1/2022 0:22,2,2.53,1,N,263,151,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West,-73.96780678,40.79786723,Manhattan,151,151,0.000128849,0.054889941,Manhattan Valley
2,11/1/2022 0:36,11/1/2022 0:45,1,2.1,1,N,163,137,1,9,0.5,0.5,1.92,0,0.3,14.72,2.5,0,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North,-73.97712049,40.74035752,Manhattan,137,137,0.000116455,0.046107624,Kips Bay
1,11/1/2022 0:00,11/1/2022 0:16,1,6.5,1,N,132,130,1,19.5,1.75,0.5,5.5,0,0.3,27.55,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.80036129,40.70324251,Queens,130,130,0.000468323,0.142028321,Jamaica
2,11/1/2022 0:17,11/1/2022 0:51,2,15.1,1,N,186,16,1,44,0.5,0.5,10.87,6.55,0.3,65.22,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.77167563,40.76123433,Queens,16,16,0.000871889,0.141291874,Bayside
2,11/1/2022 0:12,11/1/2022 0:39,2,10.14,1,N,132,36,2,30,0.5,0.5,0,0,0.3,32.55,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.91619427,40.69887399,Brooklyn,36,36,0.000247666,0.087050787,Bushwick North
2,11/1/2022 0:40,11/1/2022 0:45,1,1.34,1,N,140,263,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West
2,11/1/2022 0:49,11/1/2022 0:55,1,2.15,1,N,141,74,1,8,0.5,0.5,1,0,0.3,12.8,2.5,0,-73.95971268,40.76683877,Manhattan,141,141,7.66545579019e-05,0.041514464,Lenox Hill West,-73.93831331,40.80556468,Manhattan,74,74,0.000295038,0.110290936,East Harlem North
2,11/1/2022 0:07,11/1/2022 0:21,1,2.62,1,N,68,229,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea,-73.96517424,40.75658919,Manhattan,229,229,9.47058230931e-05,0.04252529,Sutton Place/Turtle Bay North
2,11/1/2022 0:37,11/1/2022 0:54,1,4.46,1,N,79,236,1,16.5,0.5,0.5,2.52,0,0.3,22.82,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.95697238,40.78049139,Manhattan,236,236,0.000102864,0.044251922,Upper East Side North
1,11/1/2022 0:16,11/1/2022 0:24,1,2.1,1,Y,163,263,1,9,3,0.5,3.2,0,0.3,16,2.5,0,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West
1,11/1/2022 0:49,11/1/2022 0:54,1,1,1,N,144,107,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0,-73.99740673,40.72058154,Manhattan,144,144,4.74789670369e-05,0.027620167,Little Italy/NoLiTa,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy
2,10/31/2022 23:59,11/1/2022 0:09,1,4.71,1,N,70,192,2,15,0.5,0.5,0,0,0.3,16.3,0,0,-73.86840539,40.76394772,Queens,70,70,0.000195458,0.063840318,East Elmhurst,-73.8152012,40.74437566,Queens,192,192,0.000373808,0.11196462,Queensboro Hill
1,11/1/2022 0:07,11/1/2022 0:24,1,3.9,1,N,144,181,1,15.5,3,0.5,4.8,0,0.3,24.1,2.5,0,-73.99740673,40.72058154,Manhattan,144,144,4.74789670369e-05,0.027620167,Little Italy/NoLiTa,-73.97904359,40.67202099,Brooklyn,181,181,0.00030689,0.08953724,Park Slope
2,10/31/2022 23:52,11/1/2022 0:04,1,1.66,1,N,107,232,2,9,0.5,0.5,0,0,0.3,12.8,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.98230749,40.71538428,Manhattan,232,232,0.00021605,0.061470909,Two Bridges/Seward Park
2,11/1/2022 0:19,11/1/2022 0:35,1,2.76,1,N,148,107,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0,-73.99071887,40.71921043,Manhattan,148,148,6.97489921327e-05,0.039130502,Lower East Side,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy
2,11/1/2022 0:11,11/1/2022 0:23,1,3.77,1,N,230,41,1,12.5,0.5,0.5,4,0,0.3,20.3,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.95206437,40.80420432,Manhattan,41,41,0.000143093,0.052793109,Central Harlem
2,11/1/2022 0:43,11/1/2022 0:57,2,2.14,1,N,50,68,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0,-73.99389977,40.76669181,Manhattan,50,50,0.000173249,0.055747987,Clinton West,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea
1,11/1/2022 0:19,11/1/2022 0:32,1,3.7,1,N,107,263,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West
2,11/1/2022 0:49,11/1/2022 1:01,1,2.08,1,N,170,142,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5,0,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill,-73.98135241,40.77390593,Manhattan,142,142,7.56537920738e-05,0.038175894,Lincoln Square East
2,11/1/2022 0:10,11/1/2022 0:26,1,7.75,1,N,230,244,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.94166788,40.84121884,Manhattan,244,244,0.000359703,0.080568604,Washington Heights South
2,11/1/2022 0:41,11/1/2022 0:46,1,0.6,1,N,151,151,2,5,0.5,0.5,0,0,0.3,6.3,0,0,-73.96780678,40.79786723,Manhattan,151,151,0.000128849,0.054889941,Manhattan Valley,-73.96780678,40.79786723,Manhattan,151,151,0.000128849,0.054889941,Manhattan Valley
2,11/1/2022 0:21,11/1/2022 0:34,1,4.2,1,N,79,142,1,14,0.5,0.5,1.78,0,0.3,19.58,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.98135241,40.77390593,Manhattan,142,142,7.56537920738e-05,0.038175894,Lincoln Square East
2,11/1/2022 0:00,11/1/2022 0:02,1,0.37,1,N,186,186,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West
2,11/1/2022 0:39,11/1/2022 1:01,1,6.15,1,N,234,41,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5,0,-73.99047762,40.74031339,Manhattan,234,234,7.31054382894e-05,0.036072199,Union Sq,-73.95206437,40.80420432,Manhattan,41,41,0.000143093,0.052793109,Central Harlem
1,11/1/2022 0:28,11/1/2022 0:45,2,3.7,1,N,231,97,1,14.5,3,0.5,4.55,0,0.3,22.85,2.5,0,-74.00671168,40.71869665,Manhattan,231,231,0.00016693,0.063420117,TriBeCa/Civic Center,-73.97557705,40.69061725,Brooklyn,97,97,0.000163304,0.062476015,Fort Greene
1,11/1/2022 0:46,11/1/2022 1:15,1,7.1,1,N,97,124,1,24,0.5,0.5,5,0,0.3,30.3,0,0,-73.97557705,40.69061725,Brooklyn,97,97,0.000163304,0.062476015,Fort Greene,-73.85001672,40.65957182,Queens,124,124,0.000754838,0.12772441,Howard Beach
2,11/1/2022 0:05,11/1/2022 0:17,2,3.96,1,N,229,41,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,0,-73.96517424,40.75658919,Manhattan,229,229,9.47058230931e-05,0.04252529,Sutton Place/Turtle Bay North,-73.95206437,40.80420432,Manhattan,41,41,0.000143093,0.052793109,Central Harlem
2,11/1/2022 0:32,11/1/2022 0:40,1,2.26,1,N,230,158,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-74.00838576,40.73524802,Manhattan,158,158,0.000185568,0.054809991,Meatpacking/West Village West
2,11/1/2022 0:54,11/1/2022 0:58,2,1.87,1,N,249,170,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill
2,10/31/2022 22:53,10/31/2022 23:15,1,2,1,N,249,4,1,14.5,0.5,0.5,2,0,0.3,20.3,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.97702385,40.72415082,Manhattan,4,4,0.000111872,0.043566527,Alphabet City
2,11/1/2022 0:23,11/1/2022 0:24,1,0,5,N,114,114,1,90,0,0,18.56,0,0.3,111.36,2.5,0,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South
2,11/1/2022 0:34,11/1/2022 0:44,1,2.55,1,N,114,163,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North
2,11/1/2022 0:13,11/1/2022 0:14,1,0.11,1,N,249,249,4,-3,-0.5,-0.5,0,0,-0.3,-6.8,-2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village
2,11/1/2022 0:13,11/1/2022 0:14,1,0.11,1,N,249,113,4,3,0.5,0.5,0,0,0.3,6.8,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.99462809,40.73248529,Manhattan,113,113,5.79634566998e-05,0.032745351,Greenwich Village North
2,11/1/2022 0:20,11/1/2022 0:30,2,2.43,1,N,234,163,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0,-73.99047762,40.74031339,Manhattan,234,234,7.31054382894e-05,0.036072199,Union Sq,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North
2,11/1/2022 0:39,11/1/2022 0:59,1,5.13,1,N,186,193,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.94028585,40.76172435,Queens,193,193,0.000145592,0.065529958,Queensbridge/Ravenswood
1,11/1/2022 0:26,11/1/2022 0:54,1,2.4,1,N,249,4,1,18.5,2.5,0.5,1,0,0.3,22.8,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.97702385,40.72415082,Manhattan,4,4,0.000111872,0.043566527,Alphabet City
1,11/1/2022 0:59,11/1/2022 1:11,1,2.2,1,N,79,164,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South
2,11/1/2022 0:16,11/1/2022 0:24,1,2.74,1,N,233,263,1,9.5,0.5,0.5,2,0,0.3,15.3,2.5,0,-73.97125455,40.74917369,Manhattan,233,233,0.000116188,0.048035918,UN/Turtle Bay South,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West
2,11/1/2022 0:56,11/1/2022 1:03,1,1.52,1,N,107,162,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.97214548,40.75681613,Manhattan,162,162,4.78936962112e-05,0.035269815,Midtown East
2,11/1/2022 0:49,11/1/2022 0:53,1,1.14,1,N,186,48,1,5.5,0.5,0.5,2.32,0,0.3,11.62,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:44,11/1/2022 0:50,1,2.61,1,N,137,263,1,9,0.5,0.5,1,0,0.3,13.8,2.5,0,-73.97712049,40.74035752,Manhattan,137,137,0.000116455,0.046107624,Kips Bay,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West
2,11/1/2022 0:54,11/1/2022 1:07,1,2.59,1,N,141,186,1,11.5,0.5,0.5,1,0,0.3,16.3,2.5,0,-73.95971268,40.76683877,Manhattan,141,141,7.66545579019e-05,0.041514464,Lenox Hill West,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West
2,11/1/2022 0:19,11/1/2022 0:49,1,18.19,2,N,132,161,1,52,0,0.5,10,6.55,0.3,73.1,2.5,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.97743184,40.7582264,Manhattan,161,161,7.19130682992e-05,0.03580391,Midtown Center
2,11/1/2022 0:45,11/1/2022 0:46,1,0.27,1,N,48,48,1,3,0.5,0.5,1.7,0,0.3,8.5,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:24,11/1/2022 0:53,4,4.76,1,N,164,7,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5,0,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South,-73.92148224,40.76109419,Queens,7,7,0.000389788,0.107417171,Astoria
2,11/1/2022 0:16,11/1/2022 0:28,1,3.41,1,N,237,90,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0,-73.96569149,40.76854181,Manhattan,237,237,9.59873206621e-05,0.0422126,Upper East Side South,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron
2,11/1/2022 0:30,11/1/2022 0:35,2,1.37,1,N,68,48,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,0,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:36,11/1/2022 0:45,1,2.25,1,N,249,261,2,9,0.5,0.5,0,0,0.3,12.8,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-74.01291956,40.7089752,Manhattan,261,261,3.43423231652e-05,0.027120456,World Trade Center
2,11/1/2022 0:55,11/1/2022 1:24,2,7.54,1,N,249,223,2,25,0.5,0.5,0,0,0.3,28.8,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.90665664,40.77820529,Queens,223,223,0.000764361,0.166021925,Steinway
2,11/1/2022 0:55,11/1/2022 1:02,3,2.24,1,N,249,230,4,-8.5,-0.5,-0.5,0,0,-0.3,-12.3,-2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District
2,11/1/2022 0:55,11/1/2022 1:02,3,2.24,1,N,249,230,4,8.5,0.5,0.5,0,0,0.3,12.3,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District
2,11/1/2022 0:01,11/1/2022 0:36,1,18.03,2,N,132,229,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.96517424,40.75658919,Manhattan,229,229,9.47058230931e-05,0.04252529,Sutton Place/Turtle Bay North
2,11/1/2022 0:33,11/1/2022 0:49,1,5.38,1,N,113,75,4,-17,-0.5,-0.5,0,0,-0.3,-20.8,-2.5,0,-73.99462809,40.73248529,Manhattan,113,113,5.79634566998e-05,0.032745351,Greenwich Village North,-73.94495667,40.79064981,Manhattan,75,75,0.000240564,0.0876639,East Harlem South
2,11/1/2022 0:33,11/1/2022 0:49,1,5.38,1,N,113,75,4,17,0.5,0.5,0,0,0.3,20.8,2.5,0,-73.99462809,40.73248529,Manhattan,113,113,5.79634566998e-05,0.032745351,Greenwich Village North,-73.94495667,40.79064981,Manhattan,75,75,0.000240564,0.0876639,East Harlem South
1,11/1/2022 0:04,11/1/2022 0:09,1,1,1,N,114,45,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South,-73.99825255,40.71305847,Manhattan,45,45,9.13594688556e-05,0.045906863,Chinatown
1,11/1/2022 0:16,11/1/2022 0:49,1,10.5,1,N,114,95,2,35,3,0.5,0,0,0.3,38.8,2.5,0,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South,-73.84822805,40.72347879,Queens,95,95,0.00057277,0.113629605,Forest Hills
2,11/1/2022 0:26,11/1/2022 0:36,4,2.2,1,N,164,140,1,9.5,0.5,0.5,2,0,0.3,15.3,2.5,0,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East
2,11/1/2022 0:46,11/1/2022 1:03,1,3.8,1,N,141,7,1,15,0.5,0.5,0,0,0.3,18.8,2.5,0,-73.95971268,40.76683877,Manhattan,141,141,7.66545579019e-05,0.041514464,Lenox Hill West,-73.92148224,40.76109419,Queens,7,7,0.000389788,0.107417171,Astoria
2,11/1/2022 0:34,11/1/2022 0:46,1,2.71,1,N,249,163,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North
2,11/1/2022 0:33,11/1/2022 0:40,2,1.83,1,N,246,48,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:09,11/1/2022 0:20,1,1.61,1,N,158,48,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0,-74.00838576,40.73524802,Manhattan,158,158,0.000185568,0.054809991,Meatpacking/West Village West,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:22,11/1/2022 0:34,1,3.88,1,N,48,166,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-73.96181547,40.80956968,Manhattan,166,166,0.000255276,0.068823754,Morningside Heights
2,10/31/2022 23:58,11/1/2022 0:08,1,3.28,1,N,132,10,1,11.5,0.5,0.5,2.81,0,0.3,16.86,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.79165486,40.67810188,Queens,10,10,0.000435824,0.099839479,Baisley Park
2,11/1/2022 0:56,11/1/2022 1:26,1,19.93,1,N,132,119,1,53.5,0.5,0.5,12.52,6.55,0.3,75.12,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.92696003,40.83673391,Bronx,119,119,0.000185779,0.083507036,Highbridge
1,11/1/2022 0:09,11/1/2022 0:17,1,1.3,1,N,249,90,1,7,3,0.5,2.15,0,0.3,12.95,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron
1,11/1/2022 0:26,11/1/2022 0:36,1,2.1,1,N,249,13,1,8,3,0.5,3.55,0,0.3,15.35,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-74.01611968,40.71161204,Manhattan,13,13,0.000149359,0.050281323,Battery Park City
1,11/1/2022 0:38,11/1/2022 1:00,1,6.8,1,N,13,141,1,22,3,0.5,3,0,0.3,28.8,2.5,0,-74.01611968,40.71161204,Manhattan,13,13,0.000149359,0.050281323,Battery Park City,-73.95971268,40.76683877,Manhattan,141,141,7.66545579019e-05,0.041514464,Lenox Hill West
2,11/1/2022 0:08,11/1/2022 0:32,2,4.69,1,N,186,112,1,18,0.5,0.5,4.25,6.55,0.3,32.6,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.94848138,40.72883018,Brooklyn,112,112,0.000462069,0.107267876,Greenpoint
2,11/1/2022 0:35,11/1/2022 0:38,1,0.54,1,N,125,158,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,0,-74.00717607,40.72537614,Manhattan,125,125,7.64293209892e-05,0.049732212,Hudson Sq,-74.00838576,40.73524802,Manhattan,158,158,0.000185568,0.054809991,Meatpacking/West Village West
2,11/1/2022 0:47,11/1/2022 0:57,1,2.09,1,N,158,170,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0,-74.00838576,40.73524802,Manhattan,158,158,0.000185568,0.054809991,Meatpacking/West Village West,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill
2,11/1/2022 0:05,11/1/2022 0:12,5,1.18,1,N,186,246,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards
1,11/1/2022 0:07,11/1/2022 0:09,1,0.3,1,N,100,186,1,3,3,0.5,1,0,0.3,7.8,2.5,0,-73.9887859,40.75351403,Manhattan,100,100,3.74700210291e-05,0.024813109,Garment District,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West
1,11/1/2022 0:11,11/1/2022 0:29,4,4.1,1,N,186,262,2,16,3,0.5,0,0,0.3,19.8,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.94582992,40.77653654,Manhattan,262,262,0.00012233,0.049063623,Yorkville East
1,11/1/2022 0:10,11/1/2022 0:37,2,10.9,1,N,132,61,1,31.5,1.75,0.5,5,0,0.3,39.05,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.94128334,40.67384137,Brooklyn,61,61,0.000510772,0.117310808,Crown Heights North
2,11/1/2022 0:29,11/1/2022 0:33,1,1.77,1,N,263,229,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West,-73.96517424,40.75658919,Manhattan,229,229,9.47058230931e-05,0.04252529,Sutton Place/Turtle Bay North
2,11/1/2022 0:37,11/1/2022 0:41,1,0.77,1,N,68,246,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5,0,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards
1,11/1/2022 0:21,11/1/2022 0:24,1,0.5,1,N,125,114,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5,0,-74.00717607,40.72537614,Manhattan,125,125,7.64293209892e-05,0.049732212,Hudson Sq,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South
2,11/1/2022 0:03,11/1/2022 0:14,1,2.42,1,N,237,107,1,10.5,0.5,0.5,1,0,0.3,15.3,2.5,0,-73.96569149,40.76854181,Manhattan,237,237,9.59873206621e-05,0.0422126,Upper East Side South,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy
2,11/1/2022 0:33,11/1/2022 0:43,2,2.8,1,N,249,48,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:55,11/1/2022 1:07,1,1.92,1,N,90,170,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill
1,11/1/2022 0:32,11/1/2022 1:00,1,6.4,1,Y,234,7,2,23,3,0.5,0,0,0.3,26.8,2.5,0,-73.99047762,40.74031339,Manhattan,234,234,7.31054382894e-05,0.036072199,Union Sq,-73.92148224,40.76109419,Queens,7,7,0.000389788,0.107417171,Astoria
2,11/1/2022 0:07,11/1/2022 0:13,1,0.93,1,N,107,79,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village
2,11/1/2022 0:14,11/1/2022 0:24,1,1.99,1,N,79,158,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-74.00838576,40.73524802,Manhattan,158,158,0.000185568,0.054809991,Meatpacking/West Village West
