pickup_date,PULocationID,DOLocationID,amount,PULocationZone,DOLocationZone
2022-11-01,237,236,1020,Upper East Side South,Upper East Side North
2022-11-01,236,237,852,Upper East Side North,Upper East Side South
2022-11-01,237,237,666,Upper East Side South,Upper East Side South
2022-11-01,264,264,594,NV,NV
2022-11-01,236,236,579,Upper East Side North,Upper East Side North
2022-11-01,237,161,479,Upper East Side South,Midtown Center
2022-11-01,161,237,451,Midtown Center,Upper East Side South
2022-11-01,161,236,404,Midtown Center,Upper East Side North
2022-11-01,236,161,396,Upper East Side North,Midtown Center
2022-11-01,162,237,328,Midtown East,Upper East Side South
2022-11-01,132,132,323,JFK Airport,JFK Airport
2022-11-01,132,230,317,JFK Airport,Times Sq/Theatre District
2022-11-01,186,161,311,Penn Station/Madison Sq West,Midtown Center
2022-11-01,141,236,301,Lenox Hill West,Upper East Side North
2022-11-01,237,162,300,Upper East Side South,Midtown East
2022-11-01,142,238,283,Lincoln Square East,Upper West Side North
2022-11-01,239,142,282,Upper West Side South,Lincoln Square East
2022-11-01,142,239,275,Lincoln Square East,Upper West Side South
2022-11-01,161,234,274,Midtown Center,Union Sq
2022-11-01,138,230,271,LaGuardia Airport,Times Sq/Theatre District
2022-11-01,161,161,267,Midtown Center,Midtown Center
2022-11-01,162,236,259,Midtown East,Upper East Side North
2022-11-01,141,237,256,Lenox Hill West,Upper East Side South
2022-11-01,163,236,256,Midtown North,Upper East Side North
2022-11-01,161,164,255,Midtown Center,Midtown South
2022-11-01,142,236,254,Lincoln Square East,Upper East Side North
2022-11-01,236,141,252,Upper East Side North,Lenox Hill West
2022-11-01,236,239,252,Upper East Side North,Upper West Side South
2022-11-01,237,142,250,Upper East Side South,Lincoln Square East
2022-11-01,140,236,249,Lenox Hill East,Upper East Side North
2022-11-01,236,238,248,Upper East Side North,Upper West Side North
2022-11-01,186,230,243,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-01,236,162,241,Upper East Side North,Midtown East
2022-11-01,263,236,241,Yorkville West,Upper East Side North
2022-11-01,237,263,240,Upper East Side South,Yorkville West
2022-11-01,239,238,240,Upper West Side South,Upper West Side North
2022-11-01,142,237,239,Lincoln Square East,Upper East Side South
2022-11-01,237,140,234,Upper East Side South,Lenox Hill East
2022-11-01,237,141,234,Upper East Side South,Lenox Hill West
2022-11-01,236,142,231,Upper East Side North,Lincoln Square East
2022-11-01,163,237,227,Midtown North,Upper East Side South
2022-11-01,236,140,227,Upper East Side North,Lenox Hill East
2022-11-01,161,170,225,Midtown Center,Murray Hill
2022-11-01,238,239,220,Upper West Side North,Upper West Side South
2022-11-01,239,236,216,Upper West Side South,Upper East Side North
2022-11-01,164,161,213,Midtown South,Midtown Center
2022-11-01,161,142,212,Midtown Center,Lincoln Square East
2022-11-01,142,161,211,Lincoln Square East,Midtown Center
2022-11-01,170,237,208,Murray Hill,Upper East Side South
2022-11-01,238,236,206,Upper West Side North,Upper East Side North
2022-11-01,161,141,204,Midtown Center,Lenox Hill West
2022-11-01,163,161,204,Midtown North,Midtown Center
2022-11-01,132,48,200,JFK Airport,Clinton East
2022-11-01,138,161,197,LaGuardia Airport,Midtown Center
2022-11-01,237,238,196,Upper East Side South,Upper West Side North
2022-11-01,263,141,196,Yorkville West,Lenox Hill West
2022-11-01,162,141,195,Midtown East,Lenox Hill West
2022-11-01,140,237,194,Lenox Hill East,Upper East Side South
2022-11-01,234,170,193,Union Sq,Murray Hill
2022-11-01,161,186,192,Midtown Center,Penn Station/Madison Sq West
2022-11-02,237,236,1060,Upper East Side South,Upper East Side North
2022-11-02,236,237,896,Upper East Side North,Upper East Side South
2022-11-02,237,237,720,Upper East Side South,Upper East Side South
2022-11-02,236,236,608,Upper East Side North,Upper East Side North
2022-11-02,264,264,599,NV,NV
2022-11-02,237,161,489,Upper East Side South,Midtown Center
2022-11-02,161,237,475,Midtown Center,Upper East Side South
2022-11-02,161,236,457,Midtown Center,Upper East Side North
2022-11-02,236,161,397,Upper East Side North,Midtown Center
2022-11-02,237,162,351,Upper East Side South,Midtown East
2022-11-02,186,161,347,Penn Station/Madison Sq West,Midtown Center
2022-11-02,142,239,337,Lincoln Square East,Upper West Side South
2022-11-02,142,236,320,Lincoln Square East,Upper East Side North
2022-11-02,239,238,310,Upper West Side South,Upper West Side North
2022-11-02,161,234,309,Midtown Center,Union Sq
2022-11-02,132,230,304,JFK Airport,Times Sq/Theatre District
2022-11-02,162,237,303,Midtown East,Upper East Side South
2022-11-02,142,237,297,Lincoln Square East,Upper East Side South
2022-11-02,239,142,291,Upper West Side South,Lincoln Square East
2022-11-02,141,236,289,Lenox Hill West,Upper East Side North
2022-11-02,237,142,284,Upper East Side South,Lincoln Square East
2022-11-02,142,238,282,Lincoln Square East,Upper West Side North
2022-11-02,132,132,280,JFK Airport,JFK Airport
2022-11-02,162,236,276,Midtown East,Upper East Side North
2022-11-02,237,141,275,Upper East Side South,Lenox Hill West
2022-11-02,186,230,269,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-02,236,162,269,Upper East Side North,Midtown East
2022-11-02,237,239,267,Upper East Side South,Upper West Side South
2022-11-02,236,141,265,Upper East Side North,Lenox Hill West
2022-11-02,236,239,261,Upper East Side North,Upper West Side South
2022-11-02,140,236,260,Lenox Hill East,Upper East Side North
2022-11-02,163,236,259,Midtown North,Upper East Side North
2022-11-02,161,161,250,Midtown Center,Midtown Center
2022-11-02,238,239,250,Upper West Side North,Upper West Side South
2022-11-02,107,170,247,Gramercy,Murray Hill
2022-11-02,138,230,246,LaGuardia Airport,Times Sq/Theatre District
2022-11-02,236,238,246,Upper East Side North,Upper West Side North
2022-11-02,239,236,246,Upper West Side South,Upper East Side North
2022-11-02,161,164,245,Midtown Center,Midtown South
2022-11-02,236,142,244,Upper East Side North,Lincoln Square East
2022-11-02,164,161,230,Midtown South,Midtown Center
2022-11-02,141,237,228,Lenox Hill West,Upper East Side South
2022-11-02,237,263,228,Upper East Side South,Yorkville West
2022-11-02,236,140,225,Upper East Side North,Lenox Hill East
2022-11-02,140,237,224,Lenox Hill East,Upper East Side South
2022-11-02,237,262,224,Upper East Side South,Yorkville East
2022-11-02,142,161,223,Lincoln Square East,Midtown Center
2022-11-02,237,140,221,Upper East Side South,Lenox Hill East
2022-11-02,163,161,220,Midtown North,Midtown Center
2022-11-02,238,142,217,Upper West Side North,Lincoln Square East
2022-11-02,263,141,217,Yorkville West,Lenox Hill West
2022-11-02,170,237,210,Murray Hill,Upper East Side South
2022-11-02,230,186,210,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-02,234,170,210,Union Sq,Murray Hill
2022-11-02,237,170,209,Upper East Side South,Murray Hill
2022-11-02,161,170,208,Midtown Center,Murray Hill
2022-11-02,237,229,208,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-02,263,236,208,Yorkville West,Upper East Side North
2022-11-02,239,237,205,Upper West Side South,Upper East Side South
2022-11-02,161,141,204,Midtown Center,Lenox Hill West
2022-11-03,237,236,1197,Upper East Side South,Upper East Side North
2022-11-03,236,237,959,Upper East Side North,Upper East Side South
2022-11-03,237,237,780,Upper East Side South,Upper East Side South
2022-11-03,264,264,701,NV,NV
2022-11-03,236,236,642,Upper East Side North,Upper East Side North
2022-11-03,237,161,532,Upper East Side South,Midtown Center
2022-11-03,161,237,502,Midtown Center,Upper East Side South
2022-11-03,132,230,423,JFK Airport,Times Sq/Theatre District
2022-11-03,161,236,400,Midtown Center,Upper East Side North
2022-11-03,132,132,387,JFK Airport,JFK Airport
2022-11-03,236,161,384,Upper East Side North,Midtown Center
2022-11-03,237,162,365,Upper East Side South,Midtown East
2022-11-03,141,236,331,Lenox Hill West,Upper East Side North
2022-11-03,186,161,331,Penn Station/Madison Sq West,Midtown Center
2022-11-03,142,239,328,Lincoln Square East,Upper West Side South
2022-11-03,142,237,305,Lincoln Square East,Upper East Side South
2022-11-03,239,238,295,Upper West Side South,Upper West Side North
2022-11-03,237,142,289,Upper East Side South,Lincoln Square East
2022-11-03,237,141,285,Upper East Side South,Lenox Hill West
2022-11-03,239,142,279,Upper West Side South,Lincoln Square East
2022-11-03,140,236,274,Lenox Hill East,Upper East Side North
2022-11-03,236,238,274,Upper East Side North,Upper West Side North
2022-11-03,161,234,270,Midtown Center,Union Sq
2022-11-03,162,237,270,Midtown East,Upper East Side South
2022-11-03,161,161,268,Midtown Center,Midtown Center
2022-11-03,142,238,267,Lincoln Square East,Upper West Side North
2022-11-03,236,162,267,Upper East Side North,Midtown East
2022-11-03,162,236,265,Midtown East,Upper East Side North
2022-11-03,142,236,264,Lincoln Square East,Upper East Side North
2022-11-03,236,142,261,Upper East Side North,Lincoln Square East
2022-11-03,138,230,258,LaGuardia Airport,Times Sq/Theatre District
2022-11-03,186,230,253,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-03,236,141,252,Upper East Side North,Lenox Hill West
2022-11-03,163,236,251,Midtown North,Upper East Side North
2022-11-03,237,239,247,Upper East Side South,Upper West Side South
2022-11-03,237,263,246,Upper East Side South,Yorkville West
2022-11-03,239,236,242,Upper West Side South,Upper East Side North
2022-11-03,236,239,241,Upper East Side North,Upper West Side South
2022-11-03,107,170,231,Gramercy,Murray Hill
2022-11-03,48,68,229,Clinton East,East Chelsea
2022-11-03,163,237,228,Midtown North,Upper East Side South
2022-11-03,141,237,225,Lenox Hill West,Upper East Side South
2022-11-03,263,141,221,Yorkville West,Lenox Hill West
2022-11-03,161,164,220,Midtown Center,Midtown South
2022-11-03,234,170,219,Union Sq,Murray Hill
2022-11-03,237,140,219,Upper East Side South,Lenox Hill East
2022-11-03,230,186,217,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-03,142,161,216,Lincoln Square East,Midtown Center
2022-11-03,234,161,216,Union Sq,Midtown Center
2022-11-03,238,239,214,Upper West Side North,Upper West Side South
2022-11-03,161,170,212,Midtown Center,Murray Hill
2022-11-03,162,170,211,Midtown East,Murray Hill
2022-11-03,238,236,210,Upper West Side North,Upper East Side North
2022-11-03,162,141,209,Midtown East,Lenox Hill West
2022-11-03,263,236,209,Yorkville West,Upper East Side North
2022-11-03,164,161,208,Midtown South,Midtown Center
2022-11-03,161,186,206,Midtown Center,Penn Station/Madison Sq West
2022-11-03,163,161,206,Midtown North,Midtown Center
2022-11-03,238,142,205,Upper West Side North,Lincoln Square East
2022-11-03,237,229,202,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-04,237,236,1020,Upper East Side South,Upper East Side North
2022-11-04,236,237,889,Upper East Side North,Upper East Side South
2022-11-04,237,237,585,Upper East Side South,Upper East Side South
2022-11-04,236,236,583,Upper East Side North,Upper East Side North
2022-11-04,264,264,524,NV,NV
2022-11-04,237,161,410,Upper East Side South,Midtown Center
2022-11-04,161,237,407,Midtown Center,Upper East Side South
2022-11-04,132,132,383,JFK Airport,JFK Airport
2022-11-04,132,230,376,JFK Airport,Times Sq/Theatre District
2022-11-04,239,142,345,Upper West Side South,Lincoln Square East
2022-11-04,142,239,338,Lincoln Square East,Upper West Side South
2022-11-04,236,161,336,Upper East Side North,Midtown Center
2022-11-04,161,236,333,Midtown Center,Upper East Side North
2022-11-04,141,236,315,Lenox Hill West,Upper East Side North
2022-11-04,237,141,304,Upper East Side South,Lenox Hill West
2022-11-04,162,237,299,Midtown East,Upper East Side South
2022-11-04,263,141,290,Yorkville West,Lenox Hill West
2022-11-04,237,162,288,Upper East Side South,Midtown East
2022-11-04,239,238,282,Upper West Side South,Upper West Side North
2022-11-04,236,141,277,Upper East Side North,Lenox Hill West
2022-11-04,238,239,276,Upper West Side North,Upper West Side South
2022-11-04,162,236,271,Midtown East,Upper East Side North
2022-11-04,142,237,269,Lincoln Square East,Upper East Side South
2022-11-04,141,237,262,Lenox Hill West,Upper East Side South
2022-11-04,142,238,262,Lincoln Square East,Upper West Side North
2022-11-04,140,236,259,Lenox Hill East,Upper East Side North
2022-11-04,236,239,254,Upper East Side North,Upper West Side South
2022-11-04,237,142,252,Upper East Side South,Lincoln Square East
2022-11-04,263,236,246,Yorkville West,Upper East Side North
2022-11-04,236,238,244,Upper East Side North,Upper West Side North
2022-11-04,142,161,243,Lincoln Square East,Midtown Center
2022-11-04,186,230,237,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-04,236,142,237,Upper East Side North,Lincoln Square East
2022-11-04,107,170,236,Gramercy,Murray Hill
2022-11-04,138,230,236,LaGuardia Airport,Times Sq/Theatre District
2022-11-04,239,236,236,Upper West Side South,Upper East Side North
2022-11-04,161,234,235,Midtown Center,Union Sq
2022-11-04,142,236,233,Lincoln Square East,Upper East Side North
2022-11-04,141,263,232,Lenox Hill West,Yorkville West
2022-11-04,237,263,232,Upper East Side South,Yorkville West
2022-11-04,48,68,228,Clinton East,East Chelsea
2022-11-04,186,161,225,Penn Station/Madison Sq West,Midtown Center
2022-11-04,236,75,221,Upper East Side North,East Harlem South
2022-11-04,238,142,221,Upper West Side North,Lincoln Square East
2022-11-04,161,161,218,Midtown Center,Midtown Center
2022-11-04,230,246,212,Times Sq/Theatre District,West Chelsea/Hudson Yards
2022-11-04,236,162,212,Upper East Side North,Midtown East
2022-11-04,163,236,211,Midtown North,Upper East Side North
2022-11-04,161,164,210,Midtown Center,Midtown South
2022-11-04,262,236,210,Yorkville East,Upper East Side North
2022-11-04,142,48,208,Lincoln Square East,Clinton East
2022-11-04,236,140,208,Upper East Side North,Lenox Hill East
2022-11-04,237,140,203,Upper East Side South,Lenox Hill East
2022-11-04,236,262,202,Upper East Side North,Yorkville East
2022-11-04,236,263,202,Upper East Side North,Yorkville West
2022-11-04,140,237,201,Lenox Hill East,Upper East Side South
2022-11-04,237,229,200,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-04,239,239,200,Upper West Side South,Upper West Side South
2022-11-04,43,161,199,Central Park,Midtown Center
2022-11-04,163,237,197,Midtown North,Upper East Side South
2022-11-05,237,236,781,Upper East Side South,Upper East Side North
2022-11-05,236,237,679,Upper East Side North,Upper East Side South
2022-11-05,264,264,605,NV,NV
2022-11-05,237,237,537,Upper East Side South,Upper East Side South
2022-11-05,236,236,394,Upper East Side North,Upper East Side North
2022-11-05,132,132,370,JFK Airport,JFK Airport
2022-11-05,142,239,349,Lincoln Square East,Upper West Side South
2022-11-05,239,142,330,Upper West Side South,Lincoln Square East
2022-11-05,161,237,313,Midtown Center,Upper East Side South
2022-11-05,79,170,304,East Village,Murray Hill
2022-11-05,263,141,300,Yorkville West,Lenox Hill West
2022-11-05,239,238,289,Upper West Side South,Upper West Side North
2022-11-05,48,68,288,Clinton East,East Chelsea
2022-11-05,237,161,267,Upper East Side South,Midtown Center
2022-11-05,141,236,261,Lenox Hill West,Upper East Side North
2022-11-05,142,238,256,Lincoln Square East,Upper West Side North
2022-11-05,141,263,255,Lenox Hill West,Yorkville West
2022-11-05,161,236,254,Midtown Center,Upper East Side North
2022-11-05,48,246,252,Clinton East,West Chelsea/Hudson Yards
2022-11-05,237,141,250,Upper East Side South,Lenox Hill West
2022-11-05,68,48,246,East Chelsea,Clinton East
2022-11-05,237,263,245,Upper East Side South,Yorkville West
2022-11-05,79,107,240,East Village,Gramercy
2022-11-05,236,75,239,Upper East Side North,East Harlem South
2022-11-05,79,79,238,East Village,East Village
2022-11-05,237,162,235,Upper East Side South,Midtown East
2022-11-05,236,141,231,Upper East Side North,Lenox Hill West
2022-11-05,142,48,227,Lincoln Square East,Clinton East
2022-11-05,236,239,227,Upper East Side North,Upper West Side South
2022-11-05,246,48,225,West Chelsea/Hudson Yards,Clinton East
2022-11-05,141,141,224,Lenox Hill West,Lenox Hill West
2022-11-05,162,237,224,Midtown East,Upper East Side South
2022-11-05,237,142,224,Upper East Side South,Lincoln Square East
2022-11-05,107,170,217,Gramercy,Murray Hill
2022-11-05,79,137,215,East Village,Kips Bay
2022-11-05,142,237,213,Lincoln Square East,Upper East Side South
2022-11-05,238,239,211,Upper West Side North,Upper West Side South
2022-11-05,239,236,211,Upper West Side South,Upper East Side North
2022-11-05,132,230,210,JFK Airport,Times Sq/Theatre District
2022-11-05,161,234,210,Midtown Center,Union Sq
2022-11-05,236,142,208,Upper East Side North,Lincoln Square East
2022-11-05,238,142,207,Upper West Side North,Lincoln Square East
2022-11-05,249,79,206,West Village,East Village
2022-11-05,162,236,205,Midtown East,Upper East Side North
2022-11-05,141,237,204,Lenox Hill West,Upper East Side South
2022-11-05,236,161,204,Upper East Side North,Midtown Center
2022-11-05,263,236,200,Yorkville West,Upper East Side North
2022-11-05,48,48,199,Clinton East,Clinton East
2022-11-05,107,79,199,Gramercy,East Village
2022-11-05,141,229,199,Lenox Hill West,Sutton Place/Turtle Bay North
2022-11-05,79,249,188,East Village,West Village
2022-11-05,161,164,187,Midtown Center,Midtown South
2022-11-05,239,239,187,Upper West Side South,Upper West Side South
2022-11-05,249,68,184,West Village,East Chelsea
2022-11-05,249,231,183,West Village,TriBeCa/Civic Center
2022-11-05,68,68,181,East Chelsea,East Chelsea
2022-11-05,236,238,181,Upper East Side North,Upper West Side North
2022-11-05,239,151,180,Upper West Side South,Manhattan Valley
2022-11-05,43,161,179,Central Park,Midtown Center
2022-11-05,48,142,179,Clinton East,Lincoln Square East
2022-11-06,237,236,507,Upper East Side South,Upper East Side North
2022-11-06,264,264,473,NV,NV
2022-11-06,236,237,462,Upper East Side North,Upper East Side South
2022-11-06,132,132,388,JFK Airport,JFK Airport
2022-11-06,236,236,318,Upper East Side North,Upper East Side North
2022-11-06,263,141,303,Yorkville West,Lenox Hill West
2022-11-06,237,237,292,Upper East Side South,Upper East Side South
2022-11-06,237,263,273,Upper East Side South,Yorkville West
2022-11-06,48,68,253,Clinton East,East Chelsea
2022-11-06,132,230,232,JFK Airport,Times Sq/Theatre District
2022-11-06,238,239,216,Upper West Side North,Upper West Side South
2022-11-06,48,48,208,Clinton East,Clinton East
2022-11-06,79,79,208,East Village,East Village
2022-11-06,239,238,204,Upper West Side South,Upper West Side North
2022-11-06,141,141,202,Lenox Hill West,Lenox Hill West
2022-11-06,239,142,202,Upper West Side South,Lincoln Square East
2022-11-06,161,237,199,Midtown Center,Upper East Side South
2022-11-06,68,48,198,East Chelsea,Clinton East
2022-11-06,79,137,196,East Village,Kips Bay
2022-11-06,132,265,196,JFK Airport,
2022-11-06,236,141,195,Upper East Side North,Lenox Hill West
2022-11-06,79,170,188,East Village,Murray Hill
2022-11-06,238,142,185,Upper West Side North,Lincoln Square East
2022-11-06,141,236,181,Lenox Hill West,Upper East Side North
2022-11-06,236,75,181,Upper East Side North,East Harlem South
2022-11-06,79,229,179,East Village,Sutton Place/Turtle Bay North
2022-11-06,263,236,172,Yorkville West,Upper East Side North
2022-11-06,237,141,171,Upper East Side South,Lenox Hill West
2022-11-06,230,186,170,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-06,249,79,170,West Village,East Village
2022-11-06,107,170,168,Gramercy,Murray Hill
2022-11-06,141,229,163,Lenox Hill West,Sutton Place/Turtle Bay North
2022-11-06,162,141,163,Midtown East,Lenox Hill West
2022-11-06,230,138,162,Times Sq/Theatre District,LaGuardia Airport
2022-11-06,141,263,161,Lenox Hill West,Yorkville West
2022-11-06,237,161,160,Upper East Side South,Midtown Center
2022-11-06,132,170,158,JFK Airport,Murray Hill
2022-11-06,132,164,157,JFK Airport,Midtown South
2022-11-06,236,74,157,Upper East Side North,East Harlem North
2022-11-06,79,107,156,East Village,Gramercy
2022-11-06,107,79,156,Gramercy,East Village
2022-11-06,170,141,155,Murray Hill,Lenox Hill West
2022-11-06,79,249,150,East Village,West Village
2022-11-06,246,48,149,West Chelsea/Hudson Yards,Clinton East
2022-11-06,161,236,147,Midtown Center,Upper East Side North
2022-11-06,162,237,146,Midtown East,Upper East Side South
2022-11-06,107,229,145,Gramercy,Sutton Place/Turtle Bay North
2022-11-06,162,236,145,Midtown East,Upper East Side North
2022-11-06,263,237,145,Yorkville West,Upper East Side South
2022-11-06,48,246,144,Clinton East,West Chelsea/Hudson Yards
2022-11-06,132,48,144,JFK Airport,Clinton East
2022-11-06,239,239,142,Upper West Side South,Upper West Side South
2022-11-06,237,162,141,Upper East Side South,Midtown East
2022-11-06,239,48,141,Upper West Side South,Clinton East
2022-11-06,132,161,138,JFK Airport,Midtown Center
2022-11-06,170,229,138,Murray Hill,Sutton Place/Turtle Bay North
2022-11-06,186,79,138,Penn Station/Madison Sq West,East Village
2022-11-06,236,263,138,Upper East Side North,Yorkville West
2022-11-06,141,237,137,Lenox Hill West,Upper East Side South
2022-11-06,142,48,134,Lincoln Square East,Clinton East
2022-11-07,237,236,919,Upper East Side South,Upper East Side North
2022-11-07,236,237,733,Upper East Side North,Upper East Side South
2022-11-07,236,236,556,Upper East Side North,Upper East Side North
2022-11-07,264,264,553,NV,NV
2022-11-07,237,237,551,Upper East Side South,Upper East Side South
2022-11-07,132,132,445,JFK Airport,JFK Airport
2022-11-07,237,161,439,Upper East Side South,Midtown Center
2022-11-07,161,237,393,Midtown Center,Upper East Side South
2022-11-07,161,236,386,Midtown Center,Upper East Side North
2022-11-07,236,161,341,Upper East Side North,Midtown Center
2022-11-07,141,236,291,Lenox Hill West,Upper East Side North
2022-11-07,237,162,289,Upper East Side South,Midtown East
2022-11-07,132,230,285,JFK Airport,Times Sq/Theatre District
2022-11-07,239,238,284,Upper West Side South,Upper West Side North
2022-11-07,140,236,270,Lenox Hill East,Upper East Side North
2022-11-07,186,161,269,Penn Station/Madison Sq West,Midtown Center
2022-11-07,237,142,262,Upper East Side South,Lincoln Square East
2022-11-07,142,239,259,Lincoln Square East,Upper West Side South
2022-11-07,142,161,258,Lincoln Square East,Midtown Center
2022-11-07,239,142,257,Upper West Side South,Lincoln Square East
2022-11-07,162,237,253,Midtown East,Upper East Side South
2022-11-07,142,237,250,Lincoln Square East,Upper East Side South
2022-11-07,236,141,246,Upper East Side North,Lenox Hill West
2022-11-07,236,238,242,Upper East Side North,Upper West Side North
2022-11-07,236,162,241,Upper East Side North,Midtown East
2022-11-07,162,236,238,Midtown East,Upper East Side North
2022-11-07,236,262,232,Upper East Side North,Yorkville East
2022-11-07,142,238,231,Lincoln Square East,Upper West Side North
2022-11-07,236,239,229,Upper East Side North,Upper West Side South
2022-11-07,238,239,227,Upper West Side North,Upper West Side South
2022-11-07,142,236,226,Lincoln Square East,Upper East Side North
2022-11-07,237,141,225,Upper East Side South,Lenox Hill West
2022-11-07,237,140,224,Upper East Side South,Lenox Hill East
2022-11-07,161,234,223,Midtown Center,Union Sq
2022-11-07,161,161,222,Midtown Center,Midtown Center
2022-11-07,236,140,222,Upper East Side North,Lenox Hill East
2022-11-07,239,236,220,Upper West Side South,Upper East Side North
2022-11-07,230,138,219,Times Sq/Theatre District,LaGuardia Airport
2022-11-07,163,236,215,Midtown North,Upper East Side North
2022-11-07,186,230,215,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-07,263,236,212,Yorkville West,Upper East Side North
2022-11-07,138,230,211,LaGuardia Airport,Times Sq/Theatre District
2022-11-07,43,161,209,Central Park,Midtown Center
2022-11-07,132,265,203,JFK Airport,
2022-11-07,237,239,202,Upper East Side South,Upper West Side South
2022-11-07,141,237,196,Lenox Hill West,Upper East Side South
2022-11-07,237,263,195,Upper East Side South,Yorkville West
2022-11-07,239,239,194,Upper West Side South,Upper West Side South
2022-11-07,107,170,192,Gramercy,Murray Hill
2022-11-07,161,141,191,Midtown Center,Lenox Hill West
2022-11-07,161,164,191,Midtown Center,Midtown South
2022-11-07,163,161,191,Midtown North,Midtown Center
2022-11-07,230,186,190,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-07,238,236,189,Upper West Side North,Upper East Side North
2022-11-07,263,141,188,Yorkville West,Lenox Hill West
2022-11-07,238,142,187,Upper West Side North,Lincoln Square East
2022-11-07,164,161,186,Midtown South,Midtown Center
2022-11-07,230,132,185,Times Sq/Theatre District,JFK Airport
2022-11-07,236,142,184,Upper East Side North,Lincoln Square East
2022-11-07,262,236,184,Yorkville East,Upper East Side North
2022-11-08,237,236,1095,Upper East Side South,Upper East Side North
2022-11-08,236,237,860,Upper East Side North,Upper East Side South
2022-11-08,237,237,657,Upper East Side South,Upper East Side South
2022-11-08,264,264,588,NV,NV
2022-11-08,236,236,580,Upper East Side North,Upper East Side North
2022-11-08,237,161,527,Upper East Side South,Midtown Center
2022-11-08,161,237,476,Midtown Center,Upper East Side South
2022-11-08,161,236,447,Midtown Center,Upper East Side North
2022-11-08,236,161,401,Upper East Side North,Midtown Center
2022-11-08,186,161,365,Penn Station/Madison Sq West,Midtown Center
2022-11-08,141,236,326,Lenox Hill West,Upper East Side North
2022-11-08,142,239,326,Lincoln Square East,Upper West Side South
2022-11-08,132,132,322,JFK Airport,JFK Airport
2022-11-08,237,162,322,Upper East Side South,Midtown East
2022-11-08,236,141,310,Upper East Side North,Lenox Hill West
2022-11-08,236,238,308,Upper East Side North,Upper West Side North
2022-11-08,141,237,303,Lenox Hill West,Upper East Side South
2022-11-08,237,141,290,Upper East Side South,Lenox Hill West
2022-11-08,162,237,289,Midtown East,Upper East Side South
2022-11-08,142,237,285,Lincoln Square East,Upper East Side South
2022-11-08,161,234,285,Midtown Center,Union Sq
2022-11-08,236,162,285,Upper East Side North,Midtown East
2022-11-08,236,239,280,Upper East Side North,Upper West Side South
2022-11-08,239,142,277,Upper West Side South,Lincoln Square East
2022-11-08,140,236,276,Lenox Hill East,Upper East Side North
2022-11-08,186,230,276,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-08,239,238,273,Upper West Side South,Upper West Side North
2022-11-08,237,142,269,Upper East Side South,Lincoln Square East
2022-11-08,161,164,268,Midtown Center,Midtown South
2022-11-08,236,140,266,Upper East Side North,Lenox Hill East
2022-11-08,162,236,265,Midtown East,Upper East Side North
2022-11-08,161,161,263,Midtown Center,Midtown Center
2022-11-08,138,230,259,LaGuardia Airport,Times Sq/Theatre District
2022-11-08,142,236,249,Lincoln Square East,Upper East Side North
2022-11-08,142,238,247,Lincoln Square East,Upper West Side North
2022-11-08,163,236,246,Midtown North,Upper East Side North
2022-11-08,107,170,244,Gramercy,Murray Hill
2022-11-08,132,230,244,JFK Airport,Times Sq/Theatre District
2022-11-08,237,140,241,Upper East Side South,Lenox Hill East
2022-11-08,239,236,237,Upper West Side South,Upper East Side North
2022-11-08,237,263,236,Upper East Side South,Yorkville West
2022-11-08,140,237,230,Lenox Hill East,Upper East Side South
2022-11-08,238,236,230,Upper West Side North,Upper East Side North
2022-11-08,163,161,229,Midtown North,Midtown Center
2022-11-08,236,262,229,Upper East Side North,Yorkville East
2022-11-08,142,161,228,Lincoln Square East,Midtown Center
2022-11-08,263,236,227,Yorkville West,Upper East Side North
2022-11-08,161,186,226,Midtown Center,Penn Station/Madison Sq West
2022-11-08,162,141,225,Midtown East,Lenox Hill West
2022-11-08,236,75,222,Upper East Side North,East Harlem South
2022-11-08,236,142,219,Upper East Side North,Lincoln Square East
2022-11-08,237,229,219,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-08,238,239,218,Upper West Side North,Upper West Side South
2022-11-08,262,236,215,Yorkville East,Upper East Side North
2022-11-08,161,170,212,Midtown Center,Murray Hill
2022-11-08,161,141,211,Midtown Center,Lenox Hill West
2022-11-08,161,163,210,Midtown Center,Midtown North
2022-11-08,237,239,210,Upper East Side South,Upper West Side South
2022-11-08,163,237,203,Midtown North,Upper East Side South
2022-11-08,263,141,203,Yorkville West,Lenox Hill West
2022-11-09,237,236,1131,Upper East Side South,Upper East Side North
2022-11-09,236,237,924,Upper East Side North,Upper East Side South
2022-11-09,237,237,742,Upper East Side South,Upper East Side South
2022-11-09,236,236,634,Upper East Side North,Upper East Side North
2022-11-09,237,161,518,Upper East Side South,Midtown Center
