pickup_date,PULocationID,DOLocationID,amount,PULocationZone,DOLocationZone
2022-11-29,142,236,241,Lincoln Square East,Upper East Side North
2022-11-29,239,236,241,Upper West Side South,Upper East Side North
2022-11-29,238,239,233,Upper West Side North,Upper West Side South
2022-11-29,142,237,231,Lincoln Square East,Upper East Side South
2022-11-29,163,236,229,Midtown North,Upper East Side North
2022-11-29,236,142,229,Upper East Side North,Lincoln Square East
2022-11-29,162,141,227,Midtown East,Lenox Hill West
2022-11-29,263,236,224,Yorkville West,Upper East Side North
2022-11-29,138,161,220,LaGuardia Airport,Midtown Center
2022-11-29,163,161,218,Midtown North,Midtown Center
2022-11-29,161,170,217,Midtown Center,Murray Hill
2022-11-29,170,161,217,Murray Hill,Midtown Center
2022-11-29,234,170,215,Union Sq,Murray Hill
2022-11-29,262,236,215,Yorkville East,Upper East Side North
2022-11-29,163,237,213,Midtown North,Upper East Side South
2022-11-29,132,48,211,JFK Airport,Clinton East
2022-11-29,186,234,211,Penn Station/Madison Sq West,Union Sq
2022-11-29,162,140,206,Midtown East,Lenox Hill East
2022-11-29,237,229,205,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-29,236,140,204,Upper East Side North,Lenox Hill East
2022-11-29,142,161,203,Lincoln Square East,Midtown Center
2022-11-29,142,230,203,Lincoln Square East,Times Sq/Theatre District
2022-11-29,161,141,202,Midtown Center,Lenox Hill West
2022-11-29,237,262,202,Upper East Side South,Yorkville East
2022-11-29,238,236,202,Upper West Side North,Upper East Side North
2022-11-30,143,107,1,Lincoln Square West,Gramercy
